Utilised_Bandwith_Rate,Packet_Drop_Rate,Full_Bandwidth,Average_Delay_Time_Per_Sec,Percentage_Of_Lost_Packet_Rate,Percentage_Of_Lost_Byte_Rate,Packet_Received_Rate,of_Used_Bandwidth,Lost_Bandwidth,Packet_Transmitted,Packet_Received,Packet_lost,Transmitted_Byte,Received_Byte,10_Run_AVG_Drop_Rate,10_Run_AVG_Bandwith_Use,10_Run_Delay,Flood_Status,Node_Status,Class
0.8220379999999999,0.190381,1000.0,0.004815,19.031487,19.038129,0.809619,822.0375,177.9625,90324.0,73128.0,17196.0,130066560.0,105304320.0,0.146594,0.780936,0.001838,0.023455,0,1
0.275513,0.729111,100.0,0.004815,72.889036,72.911141,0.270889,27.55125,72.44875,9048.0,2451.0,6598.0,13029120.0,3529440.0,0.5176689999999999,0.24245100000000003,0.002236,0.460725,2,3
0.923707,0.090383,900.0,0.000633,9.035834,9.038339,0.909617,831.336,68.664,81276.0,73930.0,7346.0,117037440.0,106459200.0,0.058749,0.886758,0.0017510000000000002,0.0,0,0
0.368775,0.63771,100.0,0.000552,63.737843000000005,63.770998999999996,0.36229,36.8775,63.1225,9048.0,3278.0,5770.0,13029120.0,4720320.0,0.522922,0.324522,0.0017760000000000002,0.439255,2,3
0.905217,0.10867,800.0,0.0004969999999999999,10.864208,10.866977,0.89133,724.17375,75.82625,72228.0,64379.0,7849.0,104008320.0,92705760.0,0.07606900000000001,0.869009,0.0017670000000000001,0.0,0,0
0.514687,0.494142,100.0,0.003098,49.392131,49.414235,0.505858,51.46875,48.53125,9048.0,4577.0,4471.0,13029120.0,6590880.0,0.405197,0.44263100000000005,0.00225,0.291742,2,1
0.912327,0.10263299999999999,700.0,0.00042300000000000004,10.252196000000001,10.263258,0.897367,638.628775,61.371225,63284.0,56789.0,6495.0,91128960.0,81776160.0,0.08108,0.8667100000000001,0.001959,0.0,0,0
0.565425,0.444076,100.0,0.004677000000000001,44.3855,44.407604,0.555924,56.5425,43.4575,9048.0,5030.0,4018.0,13029120.0,7243200.0,0.359702,0.508883,0.002365,0.122299,1,1
0.9279999999999999,0.086126,900.0,0.0006230000000000001,8.610168,8.612629,0.913874,835.2,64.8,81276.0,74276.0,7000.0,117037440.0,106957440.0,0.06804,0.8908799999999999,0.000583,0.0,0,0
0.55125,0.458002,100.0,0.005004,45.778073,45.800177000000005,0.541998,55.125,44.875,9048.0,4904.0,4144.0,13029120.0,7061760.0,0.325181,0.4851,0.002435,0.12031700000000001,1,1
0.8594780000000001,0.153514,500.0,0.000443,15.344782,15.351420999999998,0.8464860000000001,429.73875,70.26125,45188.0,38251.0,6937.0,65070720.0,55081440.0,0.10899500000000001,0.850883,0.002242,0.0,0,0
0.53145,0.477896,100.0,0.000866,47.756409999999995,47.789567,0.522104,53.145,46.855,9048.0,4724.0,4324.0,13029120.0,6802560.0,0.39665300000000003,0.451733,0.002294,0.126929,1,1
0.820097,0.192972,400.0,0.000469,19.280576,19.297178,0.807028,328.03875,71.96125,36140.0,29166.0,6974.0,52041600.0,41999040.0,0.140869,0.811896,0.0022600000000000003,0.005635,0,1
0.577238,0.432471,100.0,0.004838,43.225021999999996,43.247126,0.567529,57.72375,42.27625,9048.0,5135.0,3913.0,13029120.0,7394400.0,0.315704,0.496424,0.002764,0.123125,1,2
0.87525,0.13836199999999999,600.0,0.00042800000000000005,13.825114000000001,13.836188,0.8616379999999999,525.15,74.85,54184.0,46687.0,7497.0,78024960.0,67229280.0,0.101004,0.8577450000000001,0.0019010000000000001,0.0,0,0
0.538875,0.47026999999999997,100.0,0.004078,47.004863,47.026967,0.52973,53.8875,46.1125,9048.0,4793.0,4255.0,13029120.0,6901920.0,0.352702,0.463433,0.002281,0.102284,1,1
0.684394,0.327255,200.0,0.000493,32.692308000000004,32.725464,0.6727449999999999,136.87875,63.12125,18096.0,12174.0,5922.0,26058240.0,17530560.0,0.26507600000000003,0.657018,0.001902,0.021206,0,1
0.5247,0.48408500000000004,100.0,0.0052369999999999995,48.386384,48.408488,0.515915,52.47,47.53,9048.0,4668.0,4380.0,13029120.0,6721920.0,0.334019,0.45648900000000003,0.001917,0.106886,1,2
0.779138,0.23309499999999997,300.0,0.00048600000000000005,23.291007999999998,23.309464000000002,0.7669050000000001,233.74125,66.25875,27092.0,20777.0,6315.0,39012480.0,29918880.0,0.191138,0.771346,0.0022719999999999997,0.011468,0,1
0.513563,0.49546899999999994,100.0,0.0009119999999999999,49.513705,49.546861,0.5045310000000001,51.35625,48.64375,9048.0,4565.0,4483.0,13029120.0,6573600.0,0.366647,0.45193500000000003,0.001083,0.07699600000000001,1,2
0.8366959999999999,0.176022,1000.0,0.000556,17.595545,17.602188,0.8239780000000001,836.69625,163.30375,90324.0,74425.0,15899.0,130066560.0,107172000.0,0.132016,0.8032279999999999,0.001029,0.0,0,0
0.249525,0.754421,200.0,0.005005,75.431034,75.442087,0.245579,49.905,150.095,18096.0,4444.0,13652.0,26058240.0,6399360.0,0.633714,0.224573,0.001042,0.468948,2,3
0.844525,0.168401,900.0,0.00040899999999999997,16.836458,16.84015,0.831599,760.0725,139.9275,81276.0,67589.0,13687.0,117037440.0,97328160.0,0.136405,0.8191890000000001,0.000542,0.0,0,0
0.446906,0.516523,200.0,0.0005690000000000001,51.635721000000004,51.652299,0.48347700000000005,89.38125,110.61875,18096.0,8749.0,9347.0,26058240.0,12598560.0,0.408053,0.384339,0.000726,0.318281,2,1
0.831741,0.181038,800.0,0.000666,18.101013000000002,18.103782,0.818962,665.3925,134.6075,72228.0,59152.0,13076.0,104008320.0,85178880.0,0.15026099999999998,0.8234229999999999,0.000758,0.027047,0,1
0.524925,0.48391899999999993,200.0,0.000627,48.380858,48.391909999999996,0.516081,104.985,95.015,18096.0,9339.0,8757.0,26058240.0,13448160.0,0.406492,0.45143599999999995,0.000755,0.333323,2,2
0.858182,0.155979,700.0,0.000512,15.594779,15.597939000000002,0.8440209999999999,600.7275,99.2725,63284.0,53413.0,9871.0,91128960.0,76914720.0,0.11698499999999999,0.8410190000000001,0.0007639999999999999,0.0,0,0
0.721564,0.289414,1000.0,0.000475,28.932509999999997,28.941367,0.7105859999999999,721.56375,278.43625,90324.0,64183.0,26141.0,130066560.0,92423520.0,0.20259000000000002,0.692701,0.000817,0.036466000000000005,0,2
0.776325,0.235752,600.0,0.000426,23.569688,23.575225,0.7642479999999999,465.795,134.205,54184.0,41410.0,12774.0,78024960.0,59630400.0,0.181529,0.737509,0.000921,0.005446,0,1
0.5574939999999999,0.45231000000000005,200.0,0.000665,45.092838,45.230990000000006,0.54769,111.49875,88.50125,18096.0,9911.0,8185.0,26058240.0,14271840.0,0.307571,0.47386999999999996,0.0009449999999999999,0.07689299999999999,1,2
0.835043,0.17768,500.0,0.000512,17.754714,17.767992,0.82232,417.52125,82.47875,45188.0,37159.0,8029.0,65070720.0,53508960.0,0.131483,0.8016409999999999,0.000927,0.0,0,0
0.718144,0.293656,200.0,0.002066,29.354553000000003,29.354553000000003,0.706344,143.62875,56.37125,18096.0,12782.0,5314.0,26058240.0,18406080.0,0.22024200000000002,0.703781,0.0009339999999999999,0.004405,0,1
0.691228,0.319812,400.0,0.0008560000000000001,31.9765,31.981184000000002,0.680188,276.49125,123.50875,36140.0,24582.0,11558.0,52041600.0,35398080.0,0.236661,0.601368,0.000767,0.021299000000000002,0,2
0.517444,0.49149,200.0,0.000633,49.132405,49.148983,0.50851,103.48875,96.51125,18096.0,9202.0,8894.0,26058240.0,13250880.0,0.393192,0.455351,0.001051,0.11009400000000001,1,2
0.790275,0.222095,300.0,0.000713,22.202126,22.209508,0.7779050000000001,237.0825,62.9175,27092.0,21075.0,6017.0,39012480.0,30348000.0,0.188781,0.750761,0.001035,0.018878,0,1
0.742725,0.269839,200.0,0.000538,26.967285999999998,26.983864,0.730161,148.545,51.455,18096.0,13213.0,4883.0,26058240.0,19026720.0,0.223966,0.735298,0.001093,0.022397,0,2
0.48684399999999994,0.48844799999999994,200.0,0.0018809999999999999,60.969275,60.980327,0.39019699999999996,97.36875,102.63125,18096.0,7061.0,11035.0,26058240.0,10167840.0,0.400528,0.41868599999999995,0.001088,0.248327,2,2
0.530606,0.47844799999999993,200.0,0.000641,47.828249,47.844828,0.521552,106.12125,93.87875,18096.0,9438.0,8658.0,26058240.0,13590720.0,0.36840500000000004,0.466934,0.001021,0.099469,1,1
0.395438,0.611516,100.0,0.0005070000000000001,61.074270999999996,61.151635999999996,0.388484,39.54375,60.45625,9048.0,3515.0,5533.0,13029120.0,5061600.0,0.41583100000000006,0.347985,0.0009960000000000001,0.22454899999999997,2,2
0.748575,0.264092,200.0,0.000575,26.392573,26.409151,0.735908,149.715,50.285,18096.0,13317.0,4779.0,26058240.0,19176480.0,0.17165899999999998,0.733604,0.001144,0.027466,0,1
0.804499,0.207652,1000.0,0.0005610000000000001,20.759709,20.765245,0.7923479999999999,804.49875,195.50125,90324.0,71568.0,18756.0,130066560.0,103057920.0,0.15366300000000002,0.772319,0.001127,0.023049,0,1
0.255375,0.748487,300.0,0.003407,74.84128199999999,74.848664,0.251513,76.6125,223.3875,27092.0,6814.0,20278.0,39012480.0,9812160.0,0.494001,0.227284,0.001277,0.296401,2,2
0.780688,0.231163,900.0,0.000488,23.113834,23.116295,0.768837,702.61875,197.38125,81276.0,62488.0,18788.0,117037440.0,89982720.0,0.18492999999999998,0.765074,0.000947,0.031438,0,1
0.518925,0.48914799999999997,300.0,0.001236,48.907427,48.914809000000005,0.5108520000000001,155.6775,144.3225,27092.0,13840.0,13252.0,39012480.0,19929600.0,0.371753,0.45146499999999995,0.001068,0.11524300000000001,1,2
0.796233,0.21600999999999998,800.0,0.000499,21.594119,21.596888,0.78399,636.98625,163.01375,72228.0,56626.0,15602.0,104008320.0,81545760.0,0.153367,0.780308,0.001041,0.027606,0,1
